1;11;Seyhan
1;21;Ceyhan
1;31;Feke
1;41;Karaisalý
1;51;Karataþ
1;61;Kozan
1;71;Pozantý
1;81;Saimbeyli
1;91;Tufanbeyli
1;101;Yumurtalýk
1;111;Yüreðir
1;121;Aladað
1;131;Ýmamoðlu
1;141;Sarýçam
1;151;Çukurova
2;162;Adýyaman Merkez
2;172;Besni
2;182;Çelikhan
2;192;Gerger
2;202;Gölbaþý / Adýyaman
2;212;Kahta
2;222;Samsat
2;232;Sincik
2;242;Tut
3;253;Afyonkarahisar Merkez
3;263;Bolvadin
3;273;Çay
3;283;Dazkýrý
3;293;Dinar
3;303;Emirdað
3;313;Ýhsaniye
3;323;Sandýklý
3;333;Sinanpaþa
3;343;Sultandaðý
3;353;Þuhut
3;363;Baþmakçý
3;373;Bayat / Afyonkarahisar
3;383;Ýscehisar
3;393;Çobanlar
3;403;Evciler
3;413;Hocalar
3;423;Kýzýlören
4;434;Aðrý Merkez
4;444;Diyadin
4;454;Doðubayazýt
4;464;Eleþkirt
4;474;Hamur
4;484;Patnos
4;494;Taþlýçay
4;504;Tutak
5;515;Amasya Merkez
5;525;Göynücek
5;535;Gümüþhacýköy
5;545;Merzifon
5;555;Suluova
5;565;Taþova
5;575;Hamamözü
6;586;Altýndað
6;596;Ayaþ
6;606;Bala
6;616;Beypazarý
6;626;Çamlýdere
6;636;Çankaya
6;646;Çubuk
6;656;Elmadað
6;666;Güdül
6;676;Haymana
6;686;Kalecik
6;696;Kýzýlcahamam
6;706;Nallýhan
6;716;Polatlý
6;726;Þereflikoçhisar
6;736;Yenimahalle
6;746;Gölbaþý / Ankara
6;756;Keçiören
6;766;Mamak
6;776;Sincan
6;786;Kazan
6;796;Akyurt
6;806;Etimesgut
6;816;Evren
6;826;Pursaklar
7;837;Akseki
7;847;Alanya
7;857;Elmalý
7;867;Finike
7;877;Gazipaþa
7;887;Gündoðmuþ
7;897;Kaþ
7;907;Korkuteli
7;917;Kumluca
7;927;Manavgat
7;937;Serik
7;947;Demre
7;957;Ýbradý
7;967;Kemer / Antalya
7;977;Aksu / Antalya
7;987;Döþemealtý
7;997;Kepez
7;1007;Konyaaltý
7;1017;Muratpaþa
8;1028;Ardanuç
8;1038;Arhavi
8;1048;Artvin Merkez
8;1058;Borçka
8;1068;Hopa
8;1078;Þavþat
8;1088;Yusufeli
8;1098;Murgul
9;1109;Bozdoðan
9;1119;Çine
9;1129;Germencik
9;1139;Karacasu
9;1149;Koçarlý
9;1159;Kuþadasý
9;1169;Kuyucak
9;1179;Nazilli
9;1189;Söke
9;1199;Sultanhisar
9;1209;Yenipazar / Aydýn
9;1219;Buharkent
9;1229;Ýncirliova
9;1239;Karpuzlu
9;1249;Köþk
9;1259;Didim
9;1269;Efeler
10;12710;Ayvalýk
10;12810;Balya
10;12910;Bandýrma
10;13010;Bigadiç
10;13110;Burhaniye
10;13210;Dursunbey
10;13310;Edremit / Balýkesir
10;13410;Erdek
10;13510;Gönen / Balýkesir
10;13610;Havran
10;13710;Ývrindi
10;13810;Kepsut
10;13910;Manyas
10;14010;Savaþtepe
10;14110;Sýndýrgý
10;14210;Susurluk
10;14310;Marmara
10;14410;Gömeç
10;14510;Altýeylül
10;14610;Karesi
11;14711;Bilecik Merkez
11;14811;Bozüyük
11;14911;Gölpazarý
11;15011;Osmaneli
11;15111;Pazaryeri
11;15211;Söðüt
11;15311;Yenipazar / Bilecik
11;15411;Ýnhisar
12;15512;Bingöl Merkez
12;15612;Genç
12;15712;Karlýova
12;15812;Kiðý
12;15912;Solhan
12;16012;Adaklý
12;16112;Yayladere
12;16212;Yedisu
13;16313;Adilcevaz
13;16413;Ahlat
13;16513;Bitlis Merkez
13;16613;Hizan
13;16713;Mutki
13;16813;Tatvan
13;16913;Güroymak
14;17014;Bolu Merkez
14;17114;Gerede
14;17214;Göynük
14;17314;Kýbrýscýk
14;17414;Mengen
14;17514;Mudurnu
14;17614;Seben
14;17714;Dörtdivan
14;17814;Yeniçaða
15;17915;Aðlasun
15;18015;Bucak
15;18115;Burdur Merkez
15;18215;Gölhisar
15;18315;Tefenni
15;18415;Yeþilova
15;18515;Karamanlý
15;18615;Kemer / Burdur
15;18715;Altýnyayla / Burdur
15;18815;Çavdýr
15;18915;Çeltikçi
16;19016;Gemlik
16;19116;Ýnegöl
16;19216;Ýznik
16;19316;Karacabey
16;19416;Keles
16;19516;Mudanya
16;19616;Mustafakemalpaþa
16;19716;Orhaneli
16;19816;Orhangazi
16;19916;Yeniþehir / Bursa
16;20016;Büyükorhan
16;20116;Harmancýk
16;20216;Nilüfer
16;20316;Osmangazi
16;20416;Yýldýrým
16;20516;Gürsu
16;20616;Kestel
17;20717;Ayvacýk / Çanakkale
17;20817;Bayramiç
17;20917;Biga
17;21017;Bozcaada
17;21117;Çan
17;21217;Çanakkale Merkez
17;21317;Eceabat
17;21417;Ezine
17;21517;Gelibolu
17;21617;Gökçeada
17;21717;Lapseki
17;21817;Yenice / Çanakkale
18;21918;Çankýrý Merkez
18;22018;Çerkeþ
18;22118;Eldivan
18;22218;Ilgaz
18;22318;Kurþunlu
18;22418;Orta
18;22518;Þabanözü
18;22618;Yapraklý
18;22718;Atkaracalar
18;22818;Kýzýlýrmak
18;22918;Bayramören
18;23018;Korgun
19;23119;Alaca
19;23219;Bayat / Çorum
19;23319;Çorum Merkez
19;23419;Ýskilip
19;23519;Kargý
19;23619;Mecitözü
19;23719;Ortaköy / Çorum
19;23819;Osmancýk
19;23919;Sungurlu
19;24019;Boðazkale
19;24119;Uðurludað
19;24219;Dodurga
19;24319;Laçin
19;24419;Oðuzlar
20;24520;Acýpayam
20;24620;Buldan
20;24720;Çal
20;24820;Çameli
20;24920;Çardak
20;25020;Çivril
20;25120;Güney
20;25220;Kale / Denizli
20;25320;Sarayköy
20;25420;Tavas
20;25520;Babadað
20;25620;Bekilli
20;25720;Honaz
20;25820;Serinhisar
20;25920;Pamukkale
20;26020;Baklan
20;26120;Beyaðaç
20;26220;Bozkurt / Denizli
20;26320;Merkezefendi
